ID,DATE,AMOUNT,ACCOUNT_ID
3432,01/14,-83.11,3
3433,04/20,22.67,11
3434,09/27,90.14,10
3435,05/08,2.01,20
3436,08/31,50.31,8
3437,09/04,80.19,10
3438,12/15,-44.41,10
3439,04/29,-97.59,7
3440,08/11,70.15,1
3441,11/16,43.84,1
3442,08/13,-31.21,20
3443,01/19,52.01,20
3444,12/24,-75.82,13
3445,06/22,-69.72,4
3446,04/19,69.99,7
3447,06/23,-98.54,16
3448,04/28,92.2,2
3449,01/11,-86.92,2
3450,11/13,80.16,12
3451,10/07,7.29,17
3452,10/15,8.86,7
3453,04/19,38.91,13
3454,05/02,-93.83,16
3455,10/19,-48.67,6
3456,03/08,-0.72,2
3457,02/28,-37.55,11
3458,04/28,55.48,9
3459,07/14,1.47,2
3460,04/24,-25.73,3
3461,05/22,-67.42,4
3462,05/11,-9.48,12
3463,12/10,41.89,6
3464,09/07,66.8,5
3465,04/29,15.4,20
3466,12/01,16.2,11
3467,04/13,24.43,7
3468,05/02,74.63,6
3469,08/03,-97.16,5
3470,12/03,9.72,10
3471,12/12,-12.15,10
3472,03/16,-87.84,4
3473,10/09,98.8,16
3474,06/29,-68.6,4
3475,07/12,46.89,7
3476,11/12,1.85,12
3477,06/20,-8.71,7
3478,03/24,-36.41,8
3479,12/18,-91.59,18
3480,11/20,-23.65,4
3481,11/16,-37.42,1
3482,09/18,93.51,15
3483,12/01,4.07,18
3484,07/31,81.55,12
3485,07/05,11.83,7
3486,06/21,87.13,6
3487,02/12,15.54,10
3488,12/05,-51.42,16
3489,02/24,-8.26,17
3490,03/20,-50.86,11
3491,01/12,45.98,10
3492,12/20,-87.68,10
3493,08/02,74.64,6
3494,12/28,21.9,17
3495,01/13,14.98,1
3496,03/09,-26.91,7
3497,02/01,-11.12,9
3498,07/19,-15.27,1
3499,10/04,67.74,9
3500,03/04,-68.4,20
3501,08/17,75.48,6
3502,06/30,-67.93,8
3503,05/09,36.07,10
3504,02/18,90.09,11
3505,12/07,8.46,10
3506,05/28,23.26,17
3507,10/08,84.07,8
3508,09/17,-50.54,2
3509,12/03,-85.01,8
3510,02/25,75.75,8
3511,09/23,-31.48,18
3512,04/17,79.36,5
3513,12/10,-28.78,16
3514,03/08,-87.91,3
3515,03/21,82.91,19
3516,12/15,59.44,11
3517,09/04,67.46,15
3518,10/09,13.45,9
3519,11/19,-21.79,6
3520,11/30,-66.94,5
3521,12/05,-43.32,5
3522,02/17,14.81,5
3523,10/08,46.01,7
3524,03/24,18.56,7
3525,09/15,-74.44,20
3526,08/16,-61.13,5
3527,04/28,-92.89,4
3528,04/01,-64.27,18
3529,12/27,-74.44,13
3530,11/06,88.27,6
3531,09/25,-96.84,8
3532,02/20,-33.97,8
3533,03/01,-50.56,12
3534,02/03,76.34,12
3535,03/27,-37.61,8
3536,01/15,-95.88,16
3537,03/26,-72.11,6
3538,10/05,-83.43,9
3539,07/16,15.57,2
3540,10/24,-85.17,15
3541,04/19,-2.16,6
3542,04/11,94.36,19
3543,10/21,98.44,13
3544,04/03,-39.53,13
3545,12/17,63.51,3
3546,07/16,67.36,9
3547,03/28,88.11,7
3548,04/07,48.03,12
3549,07/14,-38.64,6
3550,12/02,25.54,5
3551,09/01,79.27,18
3552,07/10,73.14,10
3553,12/23,27.33,5
3554,07/15,-94.22,2
3555,04/29,74.64,5
3556,07/17,0.12,16
3557,07/06,-66.94,6
3558,02/16,40.86,16
3559,01/12,-3.79,4
3560,01/02,70.16,18
3561,05/11,-62.97,12
3562,12/13,-3.45,6
3563,12/27,-43.98,16
3564,06/07,46.67,10
3565,01/18,-57.79,7
3566,12/22,77.77,14
3567,07/25,-93.22,6
3568,03/30,-36.41,2
3569,12/15,-80.4,16
3570,05/19,-55.58,3
3571,04/07,96.36,9
3572,06/07,-35.85,4
3573,01/23,3.55,7
3574,03/28,-9.01,4
3575,05/06,97.27,10
3576,08/09,-9.22,20
3577,05/15,36.95,11
3578,12/09,98.1,1
3579,02/24,60.33,2
3580,05/12,55.04,11
3581,06/23,63.49,3
3582,06/10,77.41,2
3583,02/06,58.98,19
3584,03/28,-49.53,9
3585,08/30,-92.46,5
3586,11/30,15.45,20
3587,01/25,78.37,10
3588,03/04,-81.92,14
3589,05/30,2.48,12
3590,02/09,30.49,9
3591,03/01,25.92,19
3592,07/30,0.12,17
3593,01/31,46.74,20
3594,10/16,86.15,15
3595,11/19,-17.85,20
3596,01/25,45.46,18
3597,05/07,5.63,11
3598,02/26,90.43,19
3599,10/08,87.09,19
3600,12/31,-5.21,15
3601,07/10,-42.34,2
3602,04/18,99.38,1
3603,01/09,17.85,3
3604,07/09,-67.14,13
3605,01/08,97.31,5
3606,04/21,37.02,20
3607,01/15,-49.91,16
3608,03/26,45.65,13
3609,10/01,-66.49,8
3610,11/16,50.1,9
3611,03/16,-65.14,10
3612,05/03,14.34,11
3613,04/29,46.58,18
3614,01/04,-26.24,19
3615,02/26,-91.3,8
3616,11/13,7.76,18
3617,10/16,18.86,14
3618,05/30,85.33,2
3619,11/11,0.83,4
3620,02/18,55.37,17
3621,07/16,68.43,3
3622,10/04,75.69,8
3623,07/18,-89.01,11
3624,03/04,0.61,9
3625,11/21,68.03,3
3626,09/07,29.26,18
3627,04/22,-43.66,12
3628,09/12,54.01,6
3629,12/15,16.0,16
3630,02/19,-51.81,13
3631,11/26,21.5,17
3632,09/15,47.47,12
3633,09/12,-54.3,5
3634,05/24,32.17,7
3635,07/19,-14.79,16
3636,11/20,-92.6,8
3637,11/18,-60.42,5
3638,10/29,-43.9,10
3639,01/31,20.94,14
3640,11/07,19.18,10
3641,03/17,-26.52,8
3642,02/26,-41.45,18
3643,03/13,-24.02,18
3644,10/29,-9.97,7
3645,12/07,-10.85,17
3646,12/24,-37.01,4
3647,08/03,-97.25,15
3648,02/28,-68.71,16
3649,03/07,-40.19,18
3650,07/16,-96.9,13
3651,11/02,-2.15,1
3652,03/20,-32.65,2
3653,07/21,-7.08,16
3654,06/10,70.35,5
3655,12/18,-32.23,9
3656,09/12,-1.21,2
3657,10/07,-57.17,15
3658,12/28,46.74,14
3659,04/27,-8.78,18
3660,07/22,0.93,2
3661,10/05,-48.61,1
3662,06/09,30.77,4
3663,02/20,50.08,20
3664,09/06,-34.3,20
3665,12/31,57.97,1
3666,09/02,26.34,19
3667,11/15,76.21,8
3668,01/14,-67.43,2
3669,03/13,27.9,4
3670,08/19,-5.16,8
3671,09/11,-99.49,6
3672,02/15,44.99,2
3673,08/17,-45.08,11
3674,04/30,75.08,7
3675,04/24,55.99,14
3676,11/12,28.8,4
3677,11/04,-71.12,1
3678,07/05,-44.96,14
3679,01/28,83.61,14
3680,02/03,-46.48,6
3681,12/25,84.31,2
3682,09/29,40.44,11
3683,01/06,-55.83,10
3684,05/05,56.16,4
3685,10/22,-31.52,8
3686,07/28,-52.73,13
3687,05/23,88.47,14
3688,03/29,-39.41,12
3689,08/15,79.14,3
3690,01/31,63.41,9
3691,12/28,-60.32,10
3692,06/15,65.27,17
3693,07/13,65.55,5
3694,08/02,12.5,11
3695,04/04,24.79,8
3696,06/26,-86.11,10
3697,01/03,45.92,14
3698,12/21,16.22,4
3699,03/29,83.92,15
3700,09/25,11.54,13
3701,05/31,-24.94,3
3702,03/12,90.28,4
3703,11/16,20.86,3
3704,06/29,-66.22,15
3705,11/18,51.29,12
3706,12/05,52.46,15
3707,09/30,-23.72,10
3708,09/16,54.72,15
3709,05/25,2.3,7
3710,07/30,17.81,5
3711,04/07,-95.82,1
3712,04/04,-9.29,19
3713,08/04,93.83,2
3714,10/31,-98.82,8
3715,12/31,50.28,16
3716,05/23,-16.04,3
3717,08/30,53.71,6
3718,02/13,99.05,18
3719,11/30,-43.06,16
3720,11/01,99.99,18
3721,09/03,53.25,2
3722,05/06,19.38,13
3723,01/26,42.45,1
3724,10/10,-29.13,11
3725,02/22,55.36,14
3726,10/09,59.41,5
3727,11/24,-94.02,18
3728,05/02,-5.04,9
3729,07/19,85.98,5
3730,07/22,10.04,17
3731,07/19,23.34,12
3732,05/09,-38.87,12
3733,04/24,-31.09,12
3734,10/19,92.29,11
3735,07/06,-63.15,3
3736,11/08,-93.08,6
3737,05/17,80.85,1
3738,04/23,-25.61,16
3739,07/16,95.77,6
3740,11/05,-80.47,20
3741,04/13,-40.76,18
3742,09/10,-31.53,13
3743,07/16,-4.98,13
3744,04/06,-75.83,17
3745,06/01,-19.68,4
3746,11/26,-63.94,7
3747,02/28,53.98,20
3748,08/22,-66.35,10
3749,10/10,-72.14,18
3750,11/16,-57.81,18
3751,08/07,36.45,5
3752,10/25,60.1,15
3753,04/25,93.51,2
3754,01/03,66.72,8
3755,06/10,-23.65,12
3756,05/29,2.24,6
3757,11/12,60.19,17
3758,05/19,73.51,6
3759,04/12,42.28,14
3760,03/19,76.51,14
3761,01/03,-1.44,17
3762,04/07,-96.16,10
3763,12/07,94.0,11
3764,07/08,72.26,2
3765,08/28,60.68,5
3766,08/06,-82.4,11
3767,03/17,-74.65,6
3768,03/15,-73.33,16
3769,04/17,40.41,5
3770,08/16,-81.06,6
3771,06/30,21.99,11
3772,09/13,-49.06,4
3773,05/09,15.82,16
3774,08/31,86.12,17
3775,01/05,33.22,10
3776,06/21,-13.24,10
3777,08/14,-62.59,13
3778,10/21,16.05,6
3779,11/10,34.18,14
3780,03/14,72.39,15
3781,07/03,44.28,14
3782,07/29,45.69,9
3783,11/09,28.17,20
3784,09/11,-10.27,4
3785,01/27,75.04,7
3786,06/05,68.93,8
3787,12/03,11.8,20
3788,11/09,-41.81,18
3789,12/17,-10.12,10
3790,12/27,41.02,16
3791,10/30,-66.46,18
3792,11/11,-96.23,8
3793,01/11,58.65,6
3794,08/30,-4.25,17
3795,11/29,-31.65,12
3796,02/07,23.19,13
3797,05/06,-87.54,2
3798,11/13,-17.59,13
3799,06/24,-76.33,19
3800,08/20,-63.65,17
3801,03/29,63.99,18
3802,11/10,95.41,5
3803,12/26,-48.65,8
3804,01/27,76.3,17
3805,12/06,-48.9,12
3806,01/12,-35.4,20
3807,06/14,40.8,15
3808,01/23,-96.25,15
3809,10/19,-16.56,13
3810,04/07,-74.96,4
3811,10/27,61.21,5
3812,12/05,81.22,1
3813,01/07,76.25,15
3814,09/06,9.21,15
3815,03/13,-89.67,9
3816,01/05,-87.78,1
3817,04/15,-98.48,14
3818,09/02,-62.04,18
3819,04/15,0.43,18
3820,03/29,98.88,9
3821,04/08,-86.65,9
3822,11/06,-90.04,13
3823,11/03,78.55,13
3824,10/08,54.81,17
3825,01/03,-97.91,14
3826,08/13,-68.75,3
3827,12/28,67.45,3
3828,08/14,-38.71,12
3829,05/10,-65.54,16
3830,12/18,-70.37,7
3831,07/16,20.34,4
3832,05/09,25.5,11
3833,11/08,-38.38,2
3834,08/09,-90.78,16
3835,03/17,82.54,2
3836,10/23,-9.46,6
3837,10/19,-95.7,2
3838,04/14,-30.46,16
3839,08/04,73.02,19
3840,12/12,25.94,9
3841,10/30,21.53,14
3842,10/12,73.25,7
3843,12/18,47.04,9
3844,12/23,-82.28,2
3845,03/29,12.58,4
3846,02/09,-71.11,18
3847,12/24,10.49,12
3848,12/31,-68.22,17
3849,11/13,80.47,2
3850,10/02,-81.41,13
3851,02/15,27.42,10
3852,01/06,33.74,18
3853,10/03,-17.71,1
3854,09/27,-12.02,20
3855,10/23,-20.21,11
3856,04/03,81.08,11
3857,09/08,-43.81,10
3858,04/24,83.24,3
3859,03/28,-55.92,3
3860,09/19,-18.73,16
3861,11/20,90.29,4
3862,02/25,6.52,8
3863,08/22,-54.5,7
3864,08/25,-87.58,16
3865,04/09,54.34,13
3866,11/02,-78.07,3
3867,12/09,45.45,5
3868,11/11,-54.95,1
3869,04/18,-40.56,5
3870,09/07,-50.31,4
3871,03/31,94.07,1
3872,09/25,-92.95,10
3873,10/17,-17.92,15
3874,05/05,-33.81,19
3875,11/23,-88.49,11
3876,11/22,-93.03,17
3877,11/11,98.39,5
3878,09/27,5.62,4
3879,07/27,-18.96,12
3880,09/16,68.2,9
3881,04/23,28.45,18
3882,01/09,-47.56,13
3883,09/12,-49.81,14
3884,05/25,-51.3,18
3885,10/27,63.39,2
3886,06/07,-23.53,19
3887,01/29,-90.68,4
3888,09/07,20.78,20
3889,09/10,68.61,10
3890,03/16,58.5,12
3891,08/23,-63.65,12
3892,08/20,49.28,19
3893,10/24,40.08,14
3894,11/21,35.51,18
3895,05/12,0.28,10
3896,12/02,-90.37,13
3897,06/17,-50.26,5
3898,12/29,81.49,16
3899,07/18,-36.62,4
3900,09/30,35.48,7
3901,11/10,-97.85,13
3902,09/04,60.56,12
3903,07/13,-60.74,6
3904,07/07,-5.49,10
3905,09/15,8.53,10
3906,07/18,61.34,18
3907,03/02,-94.78,13
3908,02/07,-92.02,17
3909,03/28,-21.0,18
3910,01/02,-98.16,17
3911,03/09,-62.46,6
3912,03/17,92.1,16
3913,10/04,-94.37,6
3914,02/19,-28.12,6
3915,10/04,84.33,6
3916,05/18,-60.56,13
3917,05/14,-71.24,7
3918,01/25,-81.81,19
3919,02/21,-2.58,2
3920,09/23,-2.34,15
3921,04/25,-98.84,15
3922,11/09,66.48,11
3923,09/17,34.27,19
3924,06/13,0.57,17
3925,10/25,-37.56,19
3926,12/12,-82.63,8
3927,04/15,-66.92,16
3928,12/04,-38.18,6
3929,03/04,65.46,20
3930,07/21,35.82,20
3931,03/01,-33.09,15
3932,12/08,94.13,10
3933,11/22,76.15,1
3934,03/13,71.88,9
3935,04/21,-5.36,10
3936,03/09,26.83,13
3937,08/27,-70.48,4
3938,12/21,-79.54,18
3939,03/20,65.27,1
3940,09/17,41.39,3
3941,03/30,-61.23,7
3942,05/05,60.82,16
3943,01/19,76.97,14
3944,05/14,12.48,17
3945,04/05,43.34,6
3946,11/15,-90.62,7
3947,09/28,15.0,3
3948,10/06,-45.67,4
3949,11/13,-29.86,13
3950,06/28,66.82,3
3951,04/14,76.82,7
3952,05/11,6.08,5
3953,07/20,-50.47,17
3954,11/21,-66.23,5
3955,02/27,97.72,18
3956,04/06,49.72,14
3957,03/31,-69.35,9
3958,05/10,57.63,18
3959,12/29,9.23,11
3960,12/14,13.9,13
3961,10/30,60.97,20
3962,09/29,-99.19,13
3963,05/01,44.3,12
3964,04/10,37.03,18
3965,06/19,-36.71,11
3966,05/15,22.5,19
3967,09/10,4.01,5
3968,05/24,22.83,18
3969,05/16,-95.61,3
3970,01/09,88.88,5
3971,08/29,38.78,19
3972,09/13,36.97,4
3973,05/22,23.7,12
3974,10/19,-95.37,12
3975,12/23,-32.31,9
3976,11/23,-13.68,14
3977,11/05,72.52,1
3978,01/31,-11.79,14
3979,07/08,-48.31,19
3980,12/07,-51.79,2
3981,11/16,-86.16,8
3982,07/25,8.81,4
3983,07/23,-92.92,8
3984,09/17,-33.46,11
3985,11/28,72.3,20
3986,07/24,91.73,18
3987,12/08,-51.64,20
3988,02/09,-5.94,6
3989,04/19,97.26,19
3990,05/12,-56.52,2
3991,04/15,66.36,15
3992,08/05,88.03,10
3993,12/31,-65.44,10
3994,03/22,53.83,8
3995,06/16,30.73,1
3996,11/20,-92.96,2
3997,01/15,-58.97,6
3998,03/16,-99.64,20
3999,08/28,70.05,13
4000,04/30,98.12,1
4001,10/02,32.58,9
4002,10/26,-62.25,3
4003,01/06,-14.51,11
4004,06/17,96.63,15
4005,05/06,-37.2,19
4006,06/01,26.43,16
4007,05/17,38.97,1
4008,01/09,-4.38,17
4009,08/24,-17.18,12
4010,05/19,-14.36,8
4011,07/25,-90.41,7
4012,09/27,38.6,2
4013,04/28,-68.09,5
4014,07/01,-33.98,6
4015,02/10,17.06,11
4016,02/24,-91.13,10
4017,07/02,83.49,16
4018,02/25,96.56,18
4019,04/26,-32.24,4
4020,03/02,79.57,14
4021,04/18,-46.94,9
4022,08/27,66.62,5
4023,03/29,-80.23,12
4024,12/05,-31.77,12
4025,07/03,8.18,7
4026,05/02,41.93,5
4027,10/18,-96.25,7
4028,11/16,69.72,6
4029,04/11,52.15,1
4030,08/30,64.46,4
4031,02/12,58.06,20
4032,12/12,-68.15,20
4033,11/16,23.21,2
4034,01/15,-6.16,2
4035,03/03,65.16,12
4036,05/15,-87.03,1
4037,10/23,-47.83,11
4038,01/31,-33.65,14
4039,01/28,72.24,14
4040,07/12,57.06,1
4041,02/26,-10.87,5
4042,11/11,-81.02,11
4043,02/20,-74.76,18
4044,08/26,-18.65,6
4045,12/29,-78.02,6
4046,08/22,-55.98,6
4047,06/07,-66.68,6
4048,05/08,3.82,15
4049,02/16,-2.04,6
4050,09/29,-12.58,6
4051,01/22,72.98,12
4052,06/21,4.68,10
4053,08/31,-70.34,3
4054,11/27,-72.9,18
4055,01/15,-53.56,15
4056,02/24,-47.57,4
4057,12/27,-93.38,14
4058,03/31,-63.15,6
4059,12/27,-66.27,14
4060,03/13,-51.72,11
4061,05/22,-55.35,17
4062,03/14,-33.55,18
4063,10/19,-75.31,15
4064,10/12,13.34,16
4065,11/05,-73.82,2
4066,11/12,-84.55,11
4067,04/14,80.06,13
4068,10/17,96.74,10
4069,10/26,-61.8,2
4070,10/20,-36.76,14
4071,10/13,-9.28,5
4072,09/03,-22.26,3
4073,08/22,95.27,2
4074,04/28,-35.91,3
4075,08/31,-91.99,11
4076,05/12,-95.55,16
4077,03/03,18.12,14
4078,06/27,13.48,17
4079,11/04,94.2,19
4080,06/11,-58.73,9
4081,02/16,39.21,14
4082,04/23,11.92,14
4083,10/16,87.44,8
4084,07/07,-86.23,16
4085,02/12,71.42,14
4086,07/26,-10.51,8
4087,10/02,78.79,11
4088,06/17,-12.48,6
4089,12/30,2.43,16
4090,08/10,74.77,13
4091,05/10,8.79,5
4092,02/26,46.55,9
4093,12/13,82.96,3
4094,10/17,-63.08,15
4095,02/11,62.22,10
4096,11/25,76.33,6
4097,11/07,74.02,4
4098,01/02,-14.04,9
4099,12/06,-69.06,13
4100,12/04,-58.83,5
4101,08/05,-73.84,10
4102,01/04,-49.47,4
4103,04/19,88.35,6
4104,01/23,59.61,10
4105,03/15,-81.47,7
4106,08/06,-61.87,6
4107,02/11,-84.27,17
4108,10/13,29.89,15
4109,11/21,36.33,4
4110,10/22,14.12,5
4111,10/05,58.5,19
4112,07/24,13.39,15
4113,05/30,2.88,7
4114,07/11,75.52,7
4115,01/03,-31.81,15
4116,12/04,8.54,18
4117,08/31,92.29,12
4118,12/10,96.6,11
4119,02/15,24.95,14
4120,03/16,-78.75,19
4121,12/05,-67.1,19
4122,01/13,45.17,12
4123,11/01,-2.99,2
4124,08/19,-14.42,15
4125,06/04,-50.33,8
4126,06/04,59.76,17
4127,07/29,56.91,3
4128,02/11,39.81,2
4129,05/14,37.54,15
4130,06/19,-44.71,13
4131,02/03,68.93,9
4132,03/30,96.43,20
4133,04/17,37.09,16
4134,06/29,24.16,9
4135,07/27,20.45,7
4136,03/20,86.35,20
4137,10/02,-7.14,6
4138,06/16,20.54,6
4139,11/07,59.74,4
4140,09/19,59.02,10
4141,08/20,-99.03,5
4142,04/05,-86.17,14
4143,08/18,2.12,5
4144,11/11,-95.89,14
4145,04/09,-14.69,3
4146,06/09,-88.81,7
4147,03/11,59.26,1
4148,02/12,35.75,3
4149,07/25,19.26,20
4150,08/13,-79.04,20
4151,03/05,96.11,4
4152,08/19,-9.98,12
4153,11/09,29.29,18
4154,06/26,-51.19,1
4155,03/28,-83.22,13
4156,12/02,37.88,2
4157,06/13,-57.34,10
4158,08/24,-8.59,6
4159,08/19,26.64,15
4160,08/29,-95.25,5
4161,02/12,-42.63,6
4162,12/15,-97.45,12
4163,09/05,-78.81,14
4164,12/14,92.94,10
4165,06/11,-64.94,13
4166,03/06,-62.52,3
4167,06/28,-54.37,17
4168,03/02,-85.88,3
4169,05/03,-39.67,15
4170,08/27,33.37,12
4171,10/27,-37.24,8
4172,03/30,5.79,9
4173,12/07,-75.31,7
4174,04/28,65.0,11
4175,03/04,-73.16,3
4176,11/08,-4.88,2
4177,09/03,-51.23,14
4178,07/08,-70.9,18
4179,06/06,14.52,15
4180,04/08,50.89,7
4181,11/04,19.06,20
4182,08/22,48.32,12
4183,09/10,-25.96,6
4184,05/27,-26.02,8
4185,02/21,-96.99,5
4186,11/14,54.86,4
4187,03/16,33.75,20
4188,08/08,-62.15,16
4189,12/05,13.41,5
4190,03/19,-69.63,7
4191,03/22,-53.95,4
4192,03/30,71.53,8
4193,05/20,-51.54,16
4194,01/04,14.56,10
4195,08/20,-89.43,9
4196,07/04,-84.42,3
4197,11/16,27.19,9
4198,09/15,61.65,19
4199,01/15,9.82,19
4200,08/01,-98.74,1
4201,10/14,-1.39,14
4202,05/19,-82.39,9
4203,12/20,9.7,3
4204,02/20,8.21,2
4205,04/08,-2.89,18
4206,05/21,46.65,18
4207,07/31,7.48,4
4208,05/20,46.93,19
4209,03/17,-17.86,9
4210,03/07,-79.3,10
4211,12/12,-23.03,6
4212,11/16,-55.46,1
4213,12/19,35.48,9
4214,10/10,-17.16,13
4215,12/21,-26.46,8
4216,05/05,79.78,3
4217,06/20,-12.03,8
4218,09/21,47.81,4
4219,02/24,97.11,14
4220,06/11,25.59,3
4221,06/08,-26.86,14
4222,07/16,-19.91,5
4223,06/01,-51.75,20
4224,07/07,20.63,13
4225,09/09,65.22,11
4226,08/11,55.09,20
4227,02/25,40.57,18
4228,01/21,-58.4,20
4229,08/30,47.86,13
4230,02/27,-77.15,18
4231,08/26,-84.68,6
4232,10/07,-64.93,9
4233,11/10,-3.58,6
4234,02/21,-46.16,1
4235,10/29,38.55,20
4236,07/20,-37.31,16
4237,03/28,-24.91,15
4238,07/05,-32.66,19
4239,10/27,-59.6,15
4240,12/26,96.95,2
4241,01/18,-58.65,10
4242,12/18,-77.33,20
4243,04/13,86.57,4
4244,09/06,-23.2,2
4245,02/09,-45.24,17
4246,03/15,96.41,7
4247,10/14,28.18,15
4248,02/11,-100.0,15
4249,05/08,-72.5,12
4250,02/23,55.92,19
4251,11/03,-67.76,5
4252,06/29,-6.11,13
4253,02/10,-47.38,2
4254,02/12,-76.27,4
4255,02/22,-86.57,19
4256,03/04,66.33,2
4257,09/10,6.18,14
4258,11/30,7.52,7
4259,03/17,37.64,10
4260,04/30,27.96,17
4261,12/06,57.51,19
4262,05/20,6.81,20
4263,04/08,-17.96,12
4264,09/14,13.41,13
4265,08/23,78.82,18
4266,05/01,-11.58,2
4267,07/02,-20.23,5
4268,03/12,-31.72,6
4269,03/06,-48.92,3
4270,01/06,76.57,4
4271,11/06,8.75,10
4272,09/27,-39.24,20
4273,01/17,-22.64,17
4274,11/22,-78.42,15
4275,11/17,11.0,18
4276,08/08,-6.34,4
4277,01/16,14.89,13
4278,09/14,-85.63,12
4279,08/12,30.63,18
4280,12/24,65.05,18
4281,03/01,22.25,14
4282,10/06,-11.17,3
4283,12/28,92.82,2
4284,08/27,76.6,20
4285,03/06,-65.03,6
4286,06/19,5.48,8
4287,01/24,54.97,17
4288,01/25,-43.74,17
4289,05/26,-68.67,12
4290,08/01,-71.89,15
4291,08/17,-59.77,8
4292,03/09,-76.88,2
4293,06/19,-32.88,10
4294,09/05,-90.03,17
4295,02/23,32.87,2
4296,06/21,-35.64,7
4297,01/01,78.89,3
4298,12/31,-69.87,7
4299,08/01,88.3,9
4300,06/02,-44.58,20
4301,01/04,43.07,20
4302,07/07,-61.8,13
4303,03/03,84.15,16
4304,08/24,-89.91,6
4305,01/26,37.75,18
4306,03/09,-86.61,15
4307,12/22,37.83,19
4308,05/27,91.56,11
4309,03/18,98.25,17
4310,06/04,32.1,20
4311,12/15,-7.32,6
4312,05/21,-37.66,14
4313,09/25,-39.41,20
4314,12/07,-63.65,18
4315,01/01,72.82,13
4316,10/25,99.6,3
4317,08/07,-86.42,14
4318,07/10,-82.0,19
4319,06/21,69.62,18
4320,05/20,63.64,6
4321,04/20,-34.9,20
4322,06/25,-5.25,3
4323,09/26,-9.07,1
4324,06/29,-87.39,5
4325,11/20,-10.18,6
4326,02/17,-96.91,7
4327,05/07,55.93,12
4328,01/29,7.08,16
4329,03/13,-61.13,7
4330,07/21,-94.2,5
4331,01/27,20.06,3
4332,12/17,-47.3,19
4333,06/27,13.61,16
4334,02/20,-37.24,15
4335,12/28,37.14,4
4336,02/02,-86.99,11
4337,08/19,11.89,5
4338,03/11,-17.55,17
4339,06/26,93.3,7
4340,08/24,-36.35,19
4341,09/16,-6.34,14
4342,02/03,-38.57,1
4343,07/02,-51.64,6
4344,08/10,5.43,14
4345,11/25,9.96,11
4346,04/22,-87.15,9
4347,12/18,88.42,12
4348,03/01,98.8,11
4349,12/16,-49.72,9
4350,01/08,19.74,1
4351,10/17,95.49,16
4352,11/20,59.31,8
4353,11/29,24.24,20
4354,05/27,93.19,15
4355,07/18,17.44,20
4356,01/30,86.66,14
4357,08/18,-83.02,14
4358,05/01,-88.81,19
4359,09/26,23.57,15
4360,06/14,-13.68,20
4361,12/05,7.09,9
4362,09/18,-93.6,6
4363,06/19,40.56,17
4364,01/14,74.08,1
4365,05/24,9.85,20
4366,02/26,2.21,3
4367,03/29,35.53,2
4368,04/01,68.94,19
4369,11/14,-22.64,5
4370,06/19,-0.62,9
4371,06/22,-73.42,14
4372,05/26,26.39,17
4373,07/01,22.43,10
4374,02/04,86.5,3
4375,01/04,13.99,7
4376,01/30,60.1,10
4377,10/08,65.05,16
4378,02/21,-16.83,1
4379,09/02,46.13,13
4380,01/31,-40.85,8
4381,06/02,31.25,16
4382,08/13,-51.25,20
4383,09/24,-71.44,1
4384,08/17,-16.09,19
4385,03/09,-9.6,12
4386,11/14,46.9,4
4387,10/15,-65.67,16
4388,10/11,70.53,12
4389,06/30,-30.58,8
4390,02/05,-95.41,8
4391,06/03,74.37,1
4392,04/24,11.64,15
4393,12/12,-2.69,2
4394,01/26,46.99,10
4395,07/24,-40.51,20
4396,02/06,-79.28,3
4397,11/13,68.36,2
4398,08/13,-32.02,9
4399,07/04,60.51,15
4400,01/01,66.84,11
4401,11/22,-2.54,6
4402,11/27,-99.46,7
4403,10/10,-12.11,17
4404,03/01,-80.22,20
4405,10/02,65.08,4
4406,06/11,79.71,1
4407,06/03,-20.93,4
4408,11/04,-87.91,11
4409,04/09,77.25,4
4410,09/09,-9.35,10
4411,09/20,98.22,3
4412,01/09,9.25,16
4413,10/21,5.06,2
4414,10/11,-60.6,17
4415,10/06,22.15,15
4416,12/11,-89.16,3
4417,04/14,-0.62,3
4418,12/30,17.81,2
4419,09/12,14.44,6
4420,05/25,3.49,11
4421,10/01,-76.79,18
4422,12/26,27.11,9
4423,01/25,-94.02,4
4424,07/18,-70.03,3
4425,02/25,40.96,13
4426,02/27,61.31,12
4427,10/20,-49.43,20
4428,07/12,-29.63,11
4429,09/07,-84.15,11
4430,08/30,-48.72,18
4431,10/16,33.29,14
4432,08/04,-64.11,9
4433,11/22,82.09,9
4434,11/15,-51.76,18
4435,12/29,-32.19,7
4436,07/06,-64.73,12
4437,07/29,61.27,12
4438,09/01,60.6,10
4439,05/01,-26.41,10
4440,12/07,-88.48,6
4441,07/03,-77.32,19
4442,09/17,-9.53,20
4443,08/24,72.05,13
4444,10/18,46.6,20
4445,11/29,4.42,16
4446,02/05,-16.59,6
4447,08/09,86.56,4
4448,01/29,-95.06,3
4449,05/31,62.4,13
4450,02/25,29.07,19
4451,11/16,-50.13,10
4452,01/03,81.98,5
4453,01/30,53.85,3
4454,02/13,32.46,8
4455,12/03,78.41,18
4456,10/01,-26.52,7
4457,11/24,-73.3,3
4458,03/10,-55.89,6
4459,04/02,-61.29,17
4460,08/15,-41.52,9
4461,12/20,-0.08,17
4462,07/01,1.21,20
4463,09/29,-12.26,16
4464,05/09,-86.24,14
4465,07/17,19.19,4
4466,12/20,-87.38,3
